2017-09-12 17:27:14 INFO  TC001_verifyloginwithinvalidcredentials:24 - ------------------Starting verifyloginwithinvalidcredentials Test------------ 
2017-09-13 19:30:32 INFO  Testbase:36 - ------------Sta Verifyingloginwith different recordes
2017-09-13 19:31:33 INFO  Homepage:137 - in iframeProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-13 19:32:40 INFO  Homepage:139 - clickedonloginProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-13 19:32:40 INFO  Homepage:141 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-13 19:32:40 INFO  Homepage:143 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-13 19:33:47 INFO  Homepage:145 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-13 19:33:48 INFO  Homepage:154 - logout is displayed and object is [[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'customer_logout_link']]
2017-09-13 19:33:55 INFO  Homepage:163 - clicked on logout
2017-09-13 19:33:55 INFO  Testbase:44 - -----------FInished login with different recorde---------------
2017-09-13 19:33:55 INFO  Testbase:36 - ------------Sta Verifyingloginwith different recordes
2017-09-13 19:34:55 INFO  Homepage:137 - in iframeProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-13 19:36:01 INFO  Homepage:139 - clickedonloginProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-13 19:36:01 INFO  Homepage:141 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-13 19:36:01 INFO  Homepage:143 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-13 19:37:08 INFO  Homepage:145 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-13 19:37:08 INFO  Homepage:154 - logout is displayed and object is [[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'customer_logout_link']]
2017-09-13 19:37:14 INFO  Homepage:163 - clicked on logout
2017-09-13 19:37:14 INFO  Testbase:44 - -----------FInished login with different recorde---------------
2017-09-13 19:37:14 INFO  Testbase:36 - ------------Sta Verifyingloginwith different recordes
2017-09-13 19:38:14 INFO  Homepage:137 - in iframeProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-13 19:39:20 INFO  Homepage:139 - clickedonloginProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-13 19:39:20 INFO  Homepage:141 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-13 19:39:20 INFO  Homepage:143 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-13 19:40:27 INFO  Homepage:145 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-13 19:40:27 INFO  Homepage:154 - logout is displayed and object is [[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'customer_logout_link']]
2017-09-13 19:40:34 INFO  Homepage:163 - clicked on logout
2017-09-13 19:40:34 INFO  Testbase:44 - -----------FInished login with different recorde---------------
2017-09-13 19:40:34 INFO  Testbase:36 - ------------Sta Verifyingloginwith different recordes
2017-09-13 19:41:34 INFO  Homepage:137 - in iframeProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-13 19:42:40 INFO  Homepage:139 - clickedonloginProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-13 19:42:40 INFO  Homepage:141 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-13 19:42:40 INFO  Homepage:143 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-13 19:43:47 INFO  Homepage:145 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-13 19:43:47 INFO  Homepage:154 - logout is displayed and object is [[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'customer_logout_link']]
2017-09-13 19:43:53 INFO  Homepage:163 - clicked on logout
2017-09-13 19:43:53 INFO  Testbase:44 - -----------FInished login with different recorde---------------
2017-09-13 19:43:53 INFO  Testbase:36 - ------------Sta Verifyingloginwith different recordes
2017-09-13 19:44:53 INFO  Homepage:137 - in iframeProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-13 19:45:59 INFO  Homepage:139 - clickedonloginProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-13 19:45:59 INFO  Homepage:141 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-13 19:45:59 INFO  Homepage:143 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-13 19:47:06 INFO  Homepage:145 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-13 19:47:06 INFO  Homepage:154 - logout is displayed and object is [[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'customer_logout_link']]
2017-09-13 19:47:12 INFO  Homepage:163 - clicked on logout
2017-09-13 19:47:12 INFO  Testbase:44 - -----------FInished login with different recorde---------------
2017-09-13 19:47:12 INFO  Testbase:36 - ------------Sta Verifyingloginwith different recordes
2017-09-13 19:48:12 INFO  Homepage:137 - in iframeProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-13 19:49:18 INFO  Homepage:139 - clickedonloginProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-13 19:49:19 INFO  Homepage:141 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-13 19:49:19 INFO  Homepage:143 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-13 19:50:25 INFO  Homepage:145 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-13 19:50:25 INFO  Homepage:154 - logout is displayed and object is [[ChromeDriver: chrome on XP (769df1147af89fe99d42dfd22c4794f6)] -> xpath: //*[@id = 'customer_logout_link']]
2017-09-13 19:50:32 INFO  Homepage:163 - clicked on logout
2017-09-13 19:50:32 INFO  Testbase:44 - -----------FInished login with different recorde---------------
2017-09-13 22:47:52 INFO  Testbase:40 - ------------Sta Verifyingloginwith different recordes
2017-09-13 22:48:52 INFO  Homepage:137 - in iframeProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-13 22:49:55 INFO  Homepage:139 - clickedonloginProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-13 22:49:56 INFO  Homepage:141 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (0d07f146186978a4ded913668c98f489)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-13 22:49:56 INFO  Homepage:143 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (0d07f146186978a4ded913668c98f489)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-13 22:50:59 INFO  Homepage:145 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-13 22:50:59 INFO  Homepage:154 - logout is displayed and object is [[ChromeDriver: chrome on XP (0d07f146186978a4ded913668c98f489)] -> xpath: //*[@id = 'customer_logout_link']]
2017-09-13 22:50:59 INFO  Testbase:40 - ------------Sta Verifyingloginwith different recordes
2017-09-14 14:54:42 INFO  Testbase:40 - ------------Sta Verifyingloginwith different recordes
2017-09-14 14:55:42 INFO  Homepage:137 - in iframeProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-14 14:56:44 INFO  Homepage:139 - clickedonloginProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-14 14:56:45 INFO  Homepage:141 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (8df17e7b9179572efbe198291d4f263b)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-14 14:56:45 INFO  Homepage:143 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (8df17e7b9179572efbe198291d4f263b)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-14 14:57:47 INFO  Homepage:145 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-14 14:57:47 INFO  Homepage:154 - logout is displayed and object is [[ChromeDriver: chrome on XP (8df17e7b9179572efbe198291d4f263b)] -> xpath: //*[@id = 'customer_logout_link']]
2017-09-14 14:57:50 INFO  Homepage:163 - clicked on logout
2017-09-14 14:57:50 INFO  Testbase:49 - -----------FInished login with different recorde---------------
2017-09-14 14:57:50 INFO  Testbase:40 - ------------Sta Verifyingloginwith different recordes
2017-09-14 14:58:50 INFO  Homepage:137 - in iframeProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-14 14:59:52 INFO  Homepage:139 - clickedonloginProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-14 14:59:52 INFO  Homepage:141 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (8df17e7b9179572efbe198291d4f263b)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-14 14:59:52 INFO  Homepage:143 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (8df17e7b9179572efbe198291d4f263b)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-14 15:00:59 INFO  Homepage:145 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-14 15:00:59 INFO  Homepage:154 - logout is displayed and object is [[ChromeDriver: chrome on XP (8df17e7b9179572efbe198291d4f263b)] -> xpath: //*[@id = 'customer_logout_link']]
2017-09-14 15:01:02 INFO  Homepage:163 - clicked on logout
2017-09-14 15:01:02 INFO  Testbase:49 - -----------FInished login with different recorde---------------
2017-09-16 19:16:09 INFO  Testbase:35 - --------------starting selecproduct testing-------------
2017-09-16 19:16:11 INFO  Homepage:146 - clickedonlogin[[ChromeDriver: chrome on XP (d84b03d9389f831766b828f18cf257b7)] -> xpath: //*[@id = 'customer_login_link']]
2017-09-16 19:16:12 INFO  Homepage:148 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (d84b03d9389f831766b828f18cf257b7)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-16 19:16:12 INFO  Homepage:150 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (d84b03d9389f831766b828f18cf257b7)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-16 19:17:13 INFO  Homepage:152 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-16 19:21:52 INFO  Testbase:62 - --------------starting selecproduct testing-------------
2017-09-16 19:21:54 INFO  Homepage:146 - clickedonlogin[[ChromeDriver: chrome on XP (542f8fd9038d1ff40ee233342937a43d)] -> xpath: //*[@id = 'customer_login_link']]
2017-09-16 19:21:55 INFO  Homepage:148 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (542f8fd9038d1ff40ee233342937a43d)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-16 19:21:55 INFO  Homepage:150 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (542f8fd9038d1ff40ee233342937a43d)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-16 19:22:57 INFO  Homepage:152 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-16 19:23:57 INFO  Testbase:62 - --------------starting selecproduct testing-------------
2017-09-16 19:23:57 INFO  Testbase:62 - --------------starting selecproduct testing-------------
2017-09-16 19:23:57 INFO  Testbase:62 - --------------starting selecproduct testing-------------
2017-09-16 19:23:57 INFO  Testbase:62 - --------------starting selecproduct testing-------------
2017-09-16 19:23:57 INFO  Testbase:62 - --------------starting selecproduct testing-------------
2017-09-16 19:23:59 INFO  Testbase:97 - browser is closed
2017-09-16 19:29:48 INFO  Testbase:63 - --------------starting selecproduct testing-------------
2017-09-16 19:30:49 INFO  Homepage:185 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 19:30:56 INFO  Homepage:143 - clickedonlogin[[ChromeDriver: chrome on XP (798b1975e4253d74b2c772e9ceb9bffc)] -> xpath: //*[@id = 'customer_login_link']]
2017-09-16 19:30:56 INFO  Homepage:145 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (798b1975e4253d74b2c772e9ceb9bffc)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-16 19:30:56 INFO  Homepage:147 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (798b1975e4253d74b2c772e9ceb9bffc)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-16 19:32:03 INFO  Homepage:149 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-16 19:33:03 INFO  Testbase:63 - --------------starting selecproduct testing-------------
2017-09-16 19:33:03 INFO  Testbase:63 - --------------starting selecproduct testing-------------
2017-09-16 19:33:03 INFO  Testbase:63 - --------------starting selecproduct testing-------------
2017-09-16 19:33:03 INFO  Testbase:63 - --------------starting selecproduct testing-------------
2017-09-16 19:33:03 INFO  Testbase:63 - --------------starting selecproduct testing-------------
2017-09-16 19:33:03 INFO  Testbase:97 - browser is closed
2017-09-16 19:39:46 INFO  Testbase:64 - --------------starting selecproduct testing-------------
2017-09-16 19:40:46 INFO  Homepage:185 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 19:40:49 INFO  Homepage:143 - clickedonlogin[[ChromeDriver: chrome on XP (abe108362c8f290c7b0222c1e3c89816)] -> xpath: //*[@id = 'customer_login_link']]
2017-09-16 19:40:49 INFO  Homepage:145 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (abe108362c8f290c7b0222c1e3c89816)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-16 19:40:49 INFO  Homepage:147 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (abe108362c8f290c7b0222c1e3c89816)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-16 19:41:51 INFO  Homepage:149 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-16 19:42:51 INFO  Testbase:107 - browser is closed
2017-09-16 19:58:49 INFO  Testbase:66 - --------------starting selecproduct testing-------------
2017-09-16 19:59:51 INFO  Homepage:185 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 20:00:00 INFO  Homepage:143 - clickedonlogin[[ChromeDriver: chrome on XP (51912dbff19b8f174e4a13d2f07f91ab)] -> xpath: //*[@id = 'customer_login_link']]
2017-09-16 20:00:00 INFO  Homepage:145 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (51912dbff19b8f174e4a13d2f07f91ab)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-16 20:00:01 INFO  Homepage:147 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (51912dbff19b8f174e4a13d2f07f91ab)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-16 20:01:08 INFO  Homepage:149 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-16 20:02:09 INFO  Testbase:107 - browser is closed
2017-09-16 20:08:39 INFO  Testbase:66 - --------------starting selecproduct testing-------------
2017-09-16 20:09:39 INFO  Homepage:185 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
